Eigvals	3
76.85297043962615	74.35036412882819	48.68724145183936

Proportion explained	3
0.427849566805611	0.40043864221286074	0.17171179098152825

Species	2457	3
5-epimerase;_Xh	0.017822574630911046	-0.014380891645310388	-0.006198524209328808
6	-0.00852768946553418	0.03305508556258677	-0.007517996110792447
6-dehydratase_2;_Xh	0.0009732514341260048	-0.010492316376355863	-0.002565678109343923
AA1	-0.0047058265830176695	0.0004457363082623802	0.00423834654468826
AA12	0.016228093885104107	-0.03135522265980799	-0.0355567465676119
AA2	0.018687365337913393	-0.01242118360691413	-0.01846260527159943
AA3	-0.0060533428023672314	-0.006431629937341193	-0.01181162079729666
AA4	-0.002296327392001226	-0.0016919257334172876	-0.009722420986696545
AA5	-0.007838104977736226	-0.044648941599737244	0.031629793989491006
AA6	0.010104819431574224	0.016420690132976656	-0.007791039387925598
AA7	-0.014655365756420508	-0.0324295066605188	-0.003830102964146471
CBM13	0.05224677678105377	-0.040921413628821596	-0.01461442163862498
CBM2	0.04286912530773578	-0.046969693218550934	0.004576051677885645
CBM32	0.042318273717950855	-0.02054312240371206	-0.008914008488095006
CBM48	0.01269649548522522	-0.02888459871287676	-0.0035647612372686913
CBM50	0.007464270714823145	0.00751013521688336	0.0029467477874264712
CE1	0.008953148510423973	-0.003954103551509568	-0.011244677696337455
CE11	-0.0147030085366271	0.02724865938564294	-0.014461426144880038
CE14	0.0038284331482218784	-0.028101443178068165	0.018271304524445264
CE4	-0.004679392710503877	-0.007147739624006772	-0.010665814772528608
CE5	-0.010015248334636241	-0.010975128992972337	-0.024341489242417264
CE7	0.01278693279301997	-0.03394229936915125	0.0032624901564875216
CE9	-0.0001551711885939968	0.0033678936067384232	0.008979847839168376
CMU_final.contigs.m2500_k141_2173717_3	0.025963497611319376	0.013614309939339387	-0.0049502844345768356
CMU_final.contigs.m2500_k141_6519765_4	-0.0025604160541982833	0.0006447959657107716	-0.001104034420908455
GH1	0.02285825768915077	-0.017579863552793125	0.006533548205591272
GH10	0.04635871881885099	-0.04631468042523921	-0.0008850962011100281
GH102	-0.006795508361839199	-0.005995320885547194	-0.03132997886665666
GH103	-0.01562561759328019	0.018077439153595793	-0.01585936789531358
GH109	-0.012338825903315448	-0.0036969011149379704	0.0034635875522875145
GH127	0.03063005082495967	-0.032080360872500255	-0.020657053230039718
GH13	0.012991418726656276	-0.02573189099709939	0.002082389395294225
GH130	-0.009535913277419955	-0.013199729318266117	-0.01972673885867849
GH15	-0.0026094758936348063	-0.031161276912656785	-0.007694681356624013
GH16	0.025523931456862322	-0.020843972773688265	-0.0008894342831379194
GH18	0.024941445511694738	-0.007086432450087402	-0.016648003964377493
GH2	0.024386521424557377	-0.014429902487172422	0.004781843808257943
GH20	0.03693130867366133	0.006598151191915457	0.0069087314823235955
GH23	-0.007257420993559982	0.013308744483480926	-0.004111223421699487
GH24	0.01222659021613294	0.02619478696099377	-0.051926739326716764
GH25	-0.009453151109545048	-0.0001994604963253528	-0.00914431320134377
GH26	0.004421053553913611	-0.03343709938573325	-0.019251528646158964
GH28	0.05141994089306639	-0.016858606983804036	-0.02503365919408511
GH29	0.017854496422551696	-0.002686828204479878	-0.007273426018157087
GH3	0.0067350868118560584	-0.002418471149399557	-0.002406145477893401
GH30	0.04367973346893733	-0.020331112477265812	-0.024607927913661634
GH31	0.03046113481323461	-0.018406540287044963	-0.008487586074279187
GH36	0.016116602947067547	-0.02621490732434008	-0.00018928497116962376
GH38	0.007465381876240021	-0.025205973089984075	-0.0077537741190750525
GH39	-0.02806849131522899	-0.025132110999915042	-0.004061300493783926
GH4	-0.015423213079524784	-0.015487878345842377	0.0008324889603298564
GH42	0.052950474658149844	-0.03618871303065255	0.00829645486464758
GH43	0.05261179654144279	-0.028702032380696685	0.004999716943743721
GH5	0.025827353151617702	-0.02304663103840404	-0.020593377159230878
GH51	0.04282241578812446	-0.04198225978765462	-0.001520754831202167
GH57	-0.027990078872643497	-0.022830370206011995	0.006766228373674195
GH6	0.0338135960329633	-0.04723179741563648	0.002247975992987749
GH63	0.0065845962540524265	-0.022890582200565637	-0.0035144584103696027
GH65	0.01842854648344224	-0.028999902020259462	0.011387618962143365
GH73	0.02818086547955828	0.024426611662723283	-0.04941122023684612
GH74	-0.019286640947791454	-0.030062094303434414	-0.014760267595912811
GH76	0.03213515178926329	-0.0029606743284333785	-0.008493856292988638
GH77	0.008535184777974651	-0.02850291718673428	-0.00206441589915044
GH78	0.007142377098819019	-0.025719826063819787	0.0020590080546892793
GH92	0.05649426621300613	0.003315119010663833	-0.02498484824473144
GT1	0.00892483474809001	-0.03328323841320245	0.0019329973437269936
GT19	-0.011012683204551475	0.02619767217418082	-0.016197515208766236
GT2	0.009986867161812608	-0.016900605304222858	-0.0015536394524294534
GT20	0.011923748365320116	-0.023479006224120965	0.001490800734558721
GT26	0.016274354688897253	-0.009915158394916532	0.017979341139941454
GT27	-0.009294856972723095	-0.016611376029594026	0.00042885999870792975
GT28	-0.004135318578820689	0.008399577861547273	0.009190494097789017
GT30	-0.009616118922570133	0.027267707213496604	-0.015718685729308894
